MATRICOLA,COGNOME,NOME,CITTADINANZA,EMAIL,COD.INS.CREDITI,CDS STUDENTE,FREQUENZA,ESAME,VOTO ESAME,ATHOME,SDSS,INFO MOBILITA,STUDENTE ALL'ESTERO,INS IN L.A.,ANNO ISCRIZ.,CONDIZIONE
371161,ESPOSITO,KACHCHAKADUGE RAMETH LUCA,ITALIANA,s367988@studenti.polito.it,14BHDOA (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
342844,ETTAHER,ENRICO,ITALIANA,s369472@studenti.polito.it,14BHDMB (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
365761,EUSEBI,DANIELE ANTONIO,ITALIANA,s365059@studenti.polito.it,14BHDXT (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
373965,FABIANELLI,MATTEO,ITALIANA,s373946@studenti.polito.it,14BHDMB (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
372808,FAILLA,GIORGIO MARIA,ITALIANA,s368680@studenti.polito.it,14BHDXD (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367959,FAINA,GIORGIO,ITALIANA,s367618@studenti.polito.it,14BHDYO (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
367430,FAIONI,GIOELE,ITALIANA,s370043@studenti.polito.it,14BHDYI (8),INF1T3,Non attivo,,,,,,N,N,2025/26,ATTIVO,
342800,FALCO,CHRISTIAN,ITALIANA,s373481@studenti.polito.it,14BHDXT (8),MEC1T1,Da frequentare,,,,,,N,N,2026/27,ATTIVO,
368000,FALORSI,VIOLA,ITALIANA,s357415@studenti.polito.it,14BHDYO (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368278,FANCIULLO,CARLA,ITALIANA,s371534@studenti.polito.it,14BHDYO (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
367944,FANELLI,SOFIA,ITALIANA,s343094@studenti.polito.it,14BHDYO (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
372551,FANTINI,HODA,ITALIANA,s367239@studenti.polito.it,14BHDYE (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
373441,FANTINO,FRANCESCO,ITALIANA,s371306@studenti.polito.it,14BHDYI (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
370519,FARACI,TOMMASO,ITALIANA,s367599@studenti.polito.it,14BHDYI (8),MTM1T1,Non attivo,,,,,,N,N,2026/27,ATTIVO,
342300,FARAGI,RICCARDO,ITALIANA,s355912@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
369183,FARAONE,GIULIA,ITALIANA,s371438@studenti.polito.it,14BHDYE (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
374160,FARELLO,GIOVANNI,ITALIANA,s314451@studenti.polito.it,14BHDXT (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
357898,FARRUGGIA,ANDREA,ITALIANA,s368206@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
370043,FARSI,BENEDETTA,ITALIANA,s368278@studenti.polito.it,14BHDYI (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
358554,FASAN,FEDERICO,ITALIANA,s369329@studenti.polito.it,14BHDYI (8),CHI1T1,Frequentato nel 2023/2024,,,,,,N,N,2025/26,ATTIVO,
353812,FASOLI,YASMINE,ITALIANA,s370161@studenti.polito.it,14BHDMN (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
355612,FASSERO GAMBA,SABRINE,ITALIANA,s357320@studenti.polito.it,14BHDXD (8),MTM1T1,Frequentato nel 2025/2026,,,,,,N,N,2025/26,ATTIVO,
373816,FAUDAROLE,MARCO,ITALIANA,s368156@studenti.polito.it,14BHDXT (8),MTM1T1,Da frequentare,,,,,,N,N,2026/27,ATTIVO,
355912,FAVA,SIMONE,ITALIANA,s371498@studenti.polito.it,14BHDYI (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
366022,FAVALLI,VINCENZO,ITALIANA,s367201@studenti.polito.it,14BHDYI (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
368247,FAVARO,MARIALUCIA,ITALIANA,s374784@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2022/23,ATTIVO,
373603,FAVOINO,FEDERICA,ITALIANA,s370317@studenti.polito.it,14BHDYE (8),CHI1T1,Non attivo,,,,,,N,N,2026/27,ATTIVO,
371665,FAVRE,ALBERTO,ITALIANA,s284967@studenti.polito.it,14BHDMB (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
341111,FAZIO,GIOVANNI,ITALIANA,s342844@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
358241,FEIZO,GIORGIO,ITALIANA,s357603@studenti.polito.it,14BHDYI (8),INF1T3,Frequenza convalidata,,,,,,N,N,2026/27,ATTIVO,
373559,FELICI,FABIO,ITALIANA,s342300@studenti.polito.it,14BHDYE (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
373269,FELLETTI,DOMENICO,ITALIANA,s372309@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
373687,FERNANDO,MATTIA,ITALIANA,s369063@studenti.polito.it,14BHDXT (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
367766,FERRANTE,AURORA,ITALIANA,s354993@studenti.polito.it,14BHDYO (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2022/23,ATTIVO,
352450,FERRARESE,EUGENIA,ITALIANA,s326064@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
373691,FERRARI,VITTORIO,ITALIANA,s365258@studenti.polito.it,14BHDYI (8),INF1T3,Da frequentare,,,,,,N,N,2026/27,ATTIVO,
372481,FERRARIS,ALBERTO,ITALIANA,s357573@studenti.polito.it,14BHDYO (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
358085,FERRARO,LUCE,ITALIANA,s367430@studenti.polito.it,14BHDXD (8),MEC1T1,Frequentato nel 2024/2025,,,,,,N,N,2025/26,IMMATRICOLAZIONE DA COMPLETARE,
297049,FERRERO,GABRIELE,ITALIANA,s368813@studenti.polito.it,14BHDXD (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
372072,FERRERO,LEONARDO,ITALIANA,s365363@studenti.polito.it,14BHDXT (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
367577,FERRERO,YAGO,ITALIANA,s364981@studenti.polito.it,14BHDXD (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
372080,FERRI,FEDERICO SIGFRIDO NIKOLAJ,ITALIANA,s372267@studenti.polito.it,14BHDYI (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2025/26,ATTIVO,
372309,FERRO,LUCIANO,ITALIANA,s343864@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
373946,FERRONI,ANDREA,ITALIANA,s343581@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
371968,FESTA,VINCENZO,ITALIANA,s356320@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
340379,FIAMINGO,LIAM CHARLES,ITALIANA,s365761@studenti.polito.it,14BHDYI (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
357603,FILANNINO,ALFION,ITALIANA,s358601@studenti.polito.it,14BHDYE (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
341734,FILIBERTI,LAURA,ITALIANA,s372072@studenti.polito.it,14BHDMQ (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
373178,FILIPOZZI,SAMUELE,ITALIANA,s370097@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
366383,FILIPPONE,NICOLO,ITALIANA,s372551@studenti.polito.it,14BHDXT (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
364962,FILOMENO,ROMINA ALEJANDRA,ITALIANA,s373791@studenti.polito.it,14BHDYE (8),INF1T3,Frequentato nel 2023/2024,,,,,,N,N,2026/27,ATTIVO,
353927,FINELLI,FABRIZIO,ITALIANA,s369902@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
358040,FINIZIO,GIULIA,ITALIANA,s368387@studenti.polito.it,14BHDYI (8),INF1T3,Frequentato nel 2024/2025,,,,,,N,N,2017/18,ATTIVO,
372282,FIORENTINO,GAIA,ITALIANA,s327268@studenti.polito.it,14BHDYI (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,IMMATRICOLAZIONE DA COMPLETARE,
368387,FIORI,JACOPO,ITALIANA,s339990@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367923,FIORLETTA,LUDOVICO,ITALIANA,s373178@studenti.polito.it,14BHDYE (8),INF1T3,Frequentato nel 2024/2025,,,,,,N,N,2024/25,ATTIVO,
372658,FIRRINCIELI,STEFANO,ITALIANA,s368778@studenti.polito.it,14BHDMN (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
351170,FIRRIOLO,SIMONE,ITALIANA,s356698@studenti.polito.it,14BHDYE (8),CHI1T1,Frequentato nel 2024/2025,,,,,,N,N,2026/27,ATTIVO,
368883,FISSORE,MARIANO,ITALIANA,s368804@studenti.polito.it,14BHDXD (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
357573,FLECCHIA,DANIELE,UCRAINA,s368722@studenti.polito.it,14BHDYI (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
340430,FLOREA,VALERIO,ITALIANA,s340379@studenti.polito.it,14BHDMQ (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367565,FLORIDIA,ALESSANDRO,ITALIANA,s371292@studenti.polito.it,14BHDXD (8),INF1T3,Frequentato nel 2024/2025,,,,,,N,N,2025/26,ATTIVO,
369859,FOGLINO,VIOLET,ITALIANA,s369771@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367885,FOGU,GABRIELE,ITALIANA,s367214@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368655,FOLCHI,LUCIA,ITALIANA,s368431@studenti.polito.it,14BHDXD (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
370380,FOLLADOR,ANDREA RACHELE,ITALIANA,s367031@studenti.polito.it,14BHDYI (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
356947,FONTANA,GABRIELE,ITALIANA,s325299@studenti.polito.it,14BHDMB (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
373545,FONTANA,LUDOVICA,ITALIANA,s368270@studenti.polito.it,14BHDMB (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
356551,FONTANA,SOPHIE,ITALIANA,s372080@studenti.polito.it,14BHDXT (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
355535,FONTI,VITTORIO,CINGALESE,s374136@studenti.polito.it,14BHDYO (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
343094,FORCOLIN,NOEMI,ITALIANA,s373559@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367214,FORLANO,NICOLO,ITALIANA,s341734@studenti.polito.it,14BHDXT (8),CHI1T1,Frequentato nel 2024/2025,,,,,,N,N,2026/27,ATTIVO,
372638,FORLEO,MATILDE,ITALIANA,s367624@studenti.polito.it,14BHDYE (8),MTM1T1,Non attivo,,,,,,N,N,2026/27,ATTIVO,
329316,FORLEO,VALENTINA,ITALIANA,s356136@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
355691,FORNASERO,ILYASS,ITALIANA,s355571@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367239,FORNASIERO,SIFEAN GUDAYA,ITALIANA,s341352@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
367553,FORTE,SAMUELE,ITALIANA,s353927@studenti.polito.it,14BHDYE (8),MEC1T1,,,,,,,N,N,2024/25,ATTIVO,
364918,FORZONI,TOMMASO,ITALIANA,s373779@studenti.polito.it,14BHDYI (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
373006,FOSCHI,DANIELE,ITALIANA,s370775@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367688,FOSSA,LEONARDO,ITALIANA,s368882@studenti.polito.it,14BHDYI (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
326877,FOTSI KEMGANG,DAVIDE,ITALIANA,s367418@studenti.polito.it,14BHDYE (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2023/24,ATTIVO,
329973,FRAGNELLI,NICCOLO,ITALIANA,s355858@studenti.polito.it,14BHDXT (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2025/26,ATTIVO,
370880,FRANCHI,SIMONE OMOLAYO,ITALIANA,s340170@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,IMMATRICOLAZIONE DA COMPLETARE,
368367,FRANCIAMONE,ELYASS,ITALIANA,s373190@studenti.polito.it,14BHDYO (8),MEC1T1,Non attivo,,,,,,N,N,2026/27,ATTIVO,
367418,FRANCIOS,SALVATORE,ITALIANA,s351713@studenti.polito.it,14BHDYI (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
370097,FRANCISCONO,PIETRO MANUEL,ITALIANA,s366409@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
369343,FRANCISETTI,SIMONE,ITALIANA,s371217@studenti.polito.it,14BHDMN (8),CHI1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
339192,FRANCO,GIANMARCO,ITALIANA,s367688@studenti.polito.it,14BHDXD (8),CHI1T1,Frequenza convalidata,,,,,,N,N,2020/21,ATTIVO,
370525,FRANGELLI,SALAH EDDINE,ITALIANA,s372625@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
373554,FRASCA,YOUSSEF,ITALIANA,s342011@studenti.polito.it,14BHDYI (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
367599,FRASCAROLO,ENRICO,ITALIANA,s368691@studenti.polito.it,14BHDYE (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2025/26,ATTIVO,
372300,FRATTARUOLO,SALMA,ITALIANA,s340219@studenti.polito.it,14BHDXT (8),ELT1T1,Frequentato nel 2024/2025,,,,,,N,N,2026/27,ATTIVO,
367723,FRIGERIO,LUCA,ITALIANA,s351170@studenti.polito.it,14BHDYE (8),MTM1T1,Non attivo,,,,,,N,N,2026/27,ATTIVO,
368683,FRISA,VALERIA,ITALIANA,s367789@studenti.polito.it,14BHDMN (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371306,FRISON,DAVIDE,ITALIANA,s368628@studenti.polito.it,14BHDYE (8),INF1T3,Non attivo,,,,,,N,N,2026/27,ATTIVO,
372598,FURFARI,ELISA,ITALIANA,s339192@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
340010,FURLANETTO,MARZIA,ITALIANA,s356309@studenti.polito.it,14BHDYE (8),ELT1T1,Frequentato nel 2024/2025,,,,,,N,N,2024/25,ATTIVO,
365785,FURNARI,GIANLUCA MATEI,ITALIANA,s369859@studenti.polito.it,14BHDXD (8),MTM1T1,Frequentato nel 2025/2026,,,,,,N,N,2025/26,ATTIVO,
